ID,TrainDate,TrainNo,StartingStation,EndingStation,TrainTypePrice,TrainTypeName,ArrivalTime,DepartureTime
505,2022/1/14,3147,后里,潮州,5,區間,05:30:00,05:30:00
506,2022/1/14,3151,嘉義,潮州,5,區間,08:21:00,08:21:00
507,2022/1/14,3152,潮州,嘉義,5,區間,07:30:00,07:36:00
508,2022/1/14,3157,新竹,潮州,5,區間,05:26:00,05:26:00
509,2022/1/14,3158,潮州,后里,5,區間,07:52:00,07:58:00
510,2022/1/14,3161,嘉義,潮州,5,區間,09:27:00,09:27:00
511,2022/1/14,3162,潮州,嘉義,5,區間,08:26:00,08:33:00
512,2022/1/14,3165,嘉義,臺南,5,區間,20:53:00,20:53:00
513,2022/1/14,3166,嘉義,彰化,5,區間,20:42:00,20:42:00
514,2022/1/14,3167,后里,潮州,5,區間,07:28:00,07:28:00
515,2022/1/14,3168,潮州,后里,5,區間,09:05:00,09:05:00
516,2022/1/14,317,新左營,花蓮,30,自強(DMU2900 型柴聯),16:05:00,16:05:00
517,2022/1/14,3171,嘉義,潮州,5,區間,10:20:00,10:20:00
518,2022/1/14,3172,潮州,嘉義,5,區間,09:26:00,09:36:00
519,2022/1/14,3177,銅鑼,潮州,5,區間,08:10:00,08:10:00
520,2022/1/14,3178,潮州,后里,5,區間,10:01:00,10:01:00
521,2022/1/14,318,臺東,新左營,30,自強(DMU3100 型柴聯),15:15:00,15:15:00
522,2022/1/14,3181,嘉義,潮州,5,區間,11:29:00,11:29:00
523,2022/1/14,3182,屏東,嘉義,5,區間,10:51:00,10:51:00
524,2022/1/14,3187,后里,潮州,5,區間,09:19:00,09:19:00
525,2022/1/14,3188,潮州,后里,5,區間,10:40:00,10:47:00
526,2022/1/14,3191,嘉義,潮州,5,區間,12:12:00,12:12:00
527,2022/1/14,3192,潮州,斗六,5,區間,11:28:00,11:34:00
528,2022/1/14,3197,后里,潮州,5,區間,10:27:00,10:27:00
529,2022/1/14,3198,潮州,后里,5,區間,11:48:00,11:58:00
530,2022/1/14,32,樹林,花蓮,30,自強(DMU2800 型柴聯),06:37:00,06:42:00
531,2022/1/14,3201,嘉義,潮州,5,區間,13:17:00,13:17:00
532,2022/1/14,3202,潮州,嘉義,5,區間,12:32:00,12:32:00
533,2022/1/14,3207,后里,屏東,5,區間,11:19:00,11:19:00
534,2022/1/14,3208,潮州,后里,5,區間,13:02:00,13:08:00
535,2022/1/14,3211,嘉義,潮州,5,區間,14:21:00,14:21:00
536,2022/1/14,3212,潮州,嘉義,5,區間,13:23:00,13:29:00
537,2022/1/14,3217,后里,潮州,5,區間,12:18:00,12:18:00
538,2022/1/14,3218,潮州,后里,5,區間,13:58:00,14:04:00
539,2022/1/14,3221,嘉義,潮州,5,區間,15:18:00,15:18:00
540,2022/1/14,3222,潮州,嘉義,5,區間,14:08:00,14:14:00
541,2022/1/14,3227,后里,潮州,5,區間,13:18:00,13:18:00
542,2022/1/14,3228,潮州,后里,5,區間,14:45:00,14:51:00
543,2022/1/14,3229,新左營,屏東,5,區間,18:09:00,18:09:00
544,2022/1/14,323,新左營,花蓮,30,自強(DMU3100 型柴聯),18:19:00,18:19:00
545,2022/1/14,3231,斗六,潮州,5,區間,15:39:00,15:39:00
546,2022/1/14,3232,潮州,民雄,5,區間,15:05:00,15:16:00
547,2022/1/14,3237,后里,潮州,5,區間,14:27:00,14:27:00
548,2022/1/14,3238,潮州,后里,5,區間,15:53:00,15:53:00
549,2022/1/14,324,花蓮,臺南,30,自強(推拉式自強號且無自行車車廂),15:58:00,15:58:00
550,2022/1/14,3241,嘉義,潮州,5,區間,17:10:00,17:10:00
551,2022/1/14,3242,潮州,民雄,5,區間,16:14:00,16:20:00
552,2022/1/14,3247,后里,潮州,5,區間,15:20:00,15:20:00
553,2022/1/14,3248,屏東,新竹,5,區間,17:05:00,17:05:00
554,2022/1/14,3250,潮州,新左營,5,區間,16:50:00,17:03:00
555,2022/1/14,3251,嘉義,潮州,5,區間,18:16:00,18:16:00
556,2022/1/14,3252,潮州,嘉義,5,區間,17:38:00,17:38:00
557,2022/1/14,3257,后里,潮州,5,區間,16:25:00,16:25:00
558,2022/1/14,3258,潮州,二水,5,區間,18:06:00,18:06:00
559,2022/1/14,326,花蓮,新左營,30,普悠瑪,16:26:00,16:26:00
560,2022/1/14,3261,民雄,潮州,5,區間,19:01:00,19:01:00
561,2022/1/14,3262,潮州,后里,5,區間,18:41:00,18:41:00
562,2022/1/14,3266,屏東,善化,5,區間,19:17:00,19:17:00
563,2022/1/14,3267,后里,潮州,5,區間,17:15:00,17:15:00
564,2022/1/14,3268,潮州,彰化,5,區間,19:14:00,19:14:00
565,2022/1/14,327,新左營,臺東,30,普悠瑪,21:30:00,21:30:00
566,2022/1/14,3271,民雄,潮州,5,區間,20:30:00,20:30:00
567,2022/1/14,3272,潮州,彰化,5,區間,19:53:00,19:53:00
568,2022/1/14,3277,后里,潮州,5,區間,17:46:00,17:46:00
569,2022/1/14,3278,潮州,嘉義,5,區間,20:17:00,20:27:00
570,2022/1/14,328,臺東,新左營,30,自強(DMU2900 型柴聯),19:18:00,19:18:00
571,2022/1/14,3281,善化,潮州,5,區間,22:01:00,22:01:00
572,2022/1/14,3282,潮州,新營,5,區間,20:56:00,20:56:00
573,2022/1/14,3287,后里,屏東,5,區間,19:14:00,19:14:00
574,2022/1/14,3288,潮州,永康,5,區間,21:15:00,21:25:00
575,2022/1/14,3291,嘉義,臺南,5,區間,22:15:00,22:15:00
576,2022/1/14,3292,潮州,臺南,5,區間,21:35:00,21:46:00
577,2022/1/14,3294,潮州,臺南,5,區間,22:01:00,22:07:00
578,2022/1/14,3297,后里,臺南,5,區間,20:22:00,20:22:00
579,2022/1/14,3301,潮州,枋寮,5,區間,05:18:00,05:30:00
580,2022/1/14,3303,潮州,枋寮,5,區間,05:59:00,06:09:00
581,2022/1/14,3305,新左營,枋寮,5,區間,05:35:00,05:35:00
582,2022/1/14,3310,枋寮,新左營,5,區間,07:09:00,07:09:00
583,2022/1/14,3311,新左營,枋寮,5,區間,08:57:00,08:57:00
584,2022/1/14,332,花蓮,新左營,30,自強(DMU2900 型柴聯),17:54:00,17:54:00
585,2022/1/14,3320,枋寮,新左營,5,區間,11:07:00,11:07:00
586,2022/1/14,3328,枋寮,新左營,5,區間,14:50:00,14:50:00
587,2022/1/14,333,新左營,臺東,30,自強(DMU2900 型柴聯),05:00:00,05:00:00
588,2022/1/14,3331,新左營,枋寮,5,區間,17:06:00,17:06:00
589,2022/1/14,3334,枋寮,新左營,5,區間,17:23:00,17:23:00
590,2022/1/14,3348,枋寮,新左營,5,區間,22:20:00,22:20:00
591,2022/1/14,3501,枋寮,臺東,5,區間,06:18:00,06:18:00
592,2022/1/14,3513,枋寮,臺東,5,區間,12:54:00,12:54:00
593,2022/1/14,3514,臺東,枋寮,5,區間,06:00:00,06:00:00
594,2022/1/14,3522,臺東,枋寮,5,區間,16:18:00,16:18:00
595,2022/1/14,3701,臺南,沙崙,5,區間,05:30:00,05:30:00
596,2022/1/14,3702,沙崙,臺南,5,區間,06:27:00,06:27:00
597,2022/1/14,3703,臺南,沙崙,5,區間,05:56:00,05:56:00
598,2022/1/14,3704,沙崙,善化,5,區間,07:15:00,07:15:00
599,2022/1/14,3705,嘉義,沙崙,5,區間,05:18:00,05:18:00
600,2022/1/14,3706,沙崙,臺南,5,區間,07:23:00,07:23:00
601,2022/1/14,3707,臺南,沙崙,5,區間,06:58:00,06:58:00
602,2022/1/14,3708,沙崙,永康,5,區間,08:15:00,08:15:00
603,2022/1/14,3709,嘉義,沙崙,5,區間,06:33:00,06:33:00
604,2022/1/14,371,臺中,臺東,30,自強(DMU3100 型柴聯),06:43:00,06:43:00
605,2022/1/14,3711,臺南,沙崙,5,區間,08:08:00,08:08:00
606,2022/1/14,3712,沙崙,善化,5,區間,08:35:00,08:35:00
607,2022/1/14,3713,善化,沙崙,5,區間,08:14:00,08:14:00
608,2022/1/14,3714,沙崙,臺南,5,區間,08:52:00,08:52:00
609,2022/1/14,3715,永康,沙崙,5,區間,09:00:00,09:00:00
610,2022/1/14,3716,沙崙,臺南,5,區間,09:28:00,09:28:00
611,2022/1/14,3717,臺南,沙崙,5,區間,09:38:00,09:38:00
612,2022/1/14,3718,沙崙,善化,5,區間,09:50:00,09:50:00
613,2022/1/14,372,臺東,彰化,30,自強(DMU2900 型柴聯),10:27:00,10:27:00
614,2022/1/14,3721,善化,沙崙,5,區間,09:33:00,09:33:00
615,2022/1/14,3722,沙崙,臺南,5,區間,10:28:00,10:28:00
616,2022/1/14,3723,臺南,沙崙,5,區間,10:34:00,10:34:00
617,2022/1/14,3724,沙崙,永康,5,區間,10:50:00,10:50:00
618,2022/1/14,3725,臺南,沙崙,5,區間,11:02:00,11:02:00
619,2022/1/14,3726,沙崙,善化,5,區間,11:30:00,11:30:00
620,2022/1/14,3727,善化,沙崙,5,區間,11:15:00,11:15:00
621,2022/1/14,3728,沙崙,臺南,5,區間,11:50:00,11:50:00
622,2022/1/14,373,彰化,臺東,30,自強(DMU2900 型柴聯),17:05:00,17:05:00
623,2022/1/14,3731,永康,沙崙,5,區間,11:54:00,11:54:00
624,2022/1/14,3732,沙崙,臺南,5,區間,12:30:00,12:30:00
625,2022/1/14,3733,臺南,沙崙,5,區間,12:25:00,12:25:00
626,2022/1/14,3734,沙崙,善化,5,區間,12:50:00,12:50:00
627,2022/1/14,3735,善化,沙崙,5,區間,12:32:00,12:32:00
628,2022/1/14,3736,沙崙,臺南,5,區間,13:30:00,13:30:00
629,2022/1/14,3737,臺南,沙崙,5,區間,13:35:00,13:35:00
630,2022/1/14,3738,沙崙,永康,5,區間,13:47:00,13:47:00
631,2022/1/14,374,臺東,臺中,30,自強(DMU3100 型柴聯),16:55:00,16:55:00
632,2022/1/14,3741,臺南,沙崙,5,區間,14:05:00,14:05:00
633,2022/1/14,3742,沙崙,善化,5,區間,14:23:00,14:23:00
634,2022/1/14,3743,善化,沙崙,5,區間,14:13:00,14:13:00
635,2022/1/14,3744,沙崙,臺南,5,區間,14:45:00,14:45:00
636,2022/1/14,3745,永康,沙崙,5,區間,14:57:00,14:57:00
637,2022/1/14,3746,沙崙,永康,5,區間,15:23:00,15:23:00
638,2022/1/14,3747,臺南,沙崙,5,區間,15:30:00,15:30:00
639,2022/1/14,3748,沙崙,善化,5,區間,15:45:00,15:45:00
640,2022/1/14,3751,善化,沙崙,5,區間,15:39:00,15:39:00
641,2022/1/14,3752,沙崙,永康,5,區間,16:20:00,16:20:00
642,2022/1/14,3753,永康,沙崙,5,區間,16:14:00,16:14:00
643,2022/1/14,3754,沙崙,善化,5,區間,16:43:00,16:43:00
644,2022/1/14,3755,永康,沙崙,5,區間,16:59:00,16:59:00
645,2022/1/14,3756,沙崙,臺南,5,區間,17:20:00,17:20:00
646,2022/1/14,3757,善化,沙崙,5,區間,17:07:00,17:07:00
647,2022/1/14,3758,沙崙,永康,5,區間,17:45:00,17:45:00
648,2022/1/14,3761,臺南,沙崙,5,區間,17:59:00,17:59:00
649,2022/1/14,3762,沙崙,善化,5,區間,18:24:00,18:24:00
650,2022/1/14,3763,善化,沙崙,5,區間,18:16:00,18:16:00
651,2022/1/14,3764,沙崙,臺南,5,區間,18:52:00,18:52:00
652,2022/1/14,3765,永康,沙崙,5,區間,19:01:00,19:01:00
653,2022/1/14,3766,沙崙,臺南,5,區間,19:28:00,19:28:00
654,2022/1/14,3767,臺南,沙崙,5,區間,19:38:00,19:38:00
655,2022/1/14,3768,沙崙,善化,5,區間,19:56:00,19:56:00
656,2022/1/14,3771,善化,沙崙,5,區間,19:44:00,19:44:00
657,2022/1/14,3772,沙崙,臺南,5,區間,20:32:00,20:32:00
658,2022/1/14,3773,臺南,沙崙,5,區間,20:25:00,20:25:00
659,2022/1/14,3774,沙崙,臺南,5,區間,20:56:00,20:56:00
660,2022/1/14,3775,臺南,沙崙,5,區間,21:03:00,21:03:00
661,2022/1/14,3776,沙崙,嘉義,5,區間,21:28:00,21:28:00
662,2022/1/14,3777,善化,沙崙,5,區間,21:00:00,21:00:00
663,2022/1/14,3778,沙崙,臺南,5,區間,21:47:00,21:47:00
664,2022/1/14,3781,臺南,沙崙,5,區間,21:42:00,21:42:00
665,2022/1/14,3782,沙崙,嘉義,5,區間,22:25:00,22:25:00
666,2022/1/14,3783,臺南,沙崙,5,區間,22:30:00,22:30:00
667,2022/1/14,3784,沙崙,臺南,5,區間,22:45:00,22:45:00
668,2022/1/14,3786,沙崙,臺南,5,區間,23:36:00,23:36:00
669,2022/1/14,4003,蘇澳,樹林,10,區間快,05:37:00,05:37:00
670,2022/1/14,401,臺東,樹林,30,普悠瑪,05:00:00,05:00:00
671,2022/1/14,4017,瑞芳,樹林,10,區間快,10:02:00,10:02:00
672,2022/1/14,402,樹林,知本,30,太魯閣,05:47:00,05:55:00
673,2022/1/14,4021,蘇澳新,樹林,10,區間快,10:52:00,10:52:00
674,2022/1/14,4022,鶯歌,蘇澳新,10,區間快,08:08:00,08:08:00
675,2022/1/14,4025,雙溪,樹林,10,區間快,13:30:00,13:30:00
676,2022/1/14,4027,蘇澳新,湖口,10,區間快,16:20:00,16:20:00
677,2022/1/14,4028,樹林,雙溪,10,區間快,11:46:00,11:51:00
678,2022/1/14,4030,樹林,蘇澳新,10,區間快,13:45:00,13:50:00
679,2022/1/14,4031,花蓮,羅東,10,區間快,14:23:00,14:23:00
680,2022/1/14,4032,宜蘭,花蓮,10,區間快,14:36:00,14:36:00
681,2022/1/14,4033,花蓮,宜蘭,10,區間快,16:22:00,16:22:00
682,2022/1/14,4036,羅東,花蓮,10,區間快,16:21:00,16:21:00
683,2022/1/14,4042,宜蘭,花蓮,10,區間快,19:13:00,19:13:00
684,2022/1/14,4043,花蓮,蘇澳新,10,區間快,22:47:00,22:47:00
685,2022/1/14,4046,湖口,花蓮,10,區間快,18:00:00,18:00:00
686,2022/1/14,405,臺東,樹林,30,普悠瑪,06:15:00,06:15:00
687,2022/1/14,406,樹林,臺東,30,普悠瑪,06:14:00,06:20:00
688,2022/1/14,407,臺東,樹林,30,自強(DMU2900 型柴聯),06:30:00,06:30:00
689,2022/1/14,408,樹林,臺東,30,普悠瑪,07:11:00,07:16:00
690,2022/1/14,4088,七堵,花蓮,10,區間快,14:58:00,14:58:00
691,2022/1/14,4089,花蓮,宜蘭,10,區間快,10:48:00,10:48:00
692,2022/1/14,410,樹林,臺東,30,自強(推拉式自強號且無自行車車廂),07:33:00,07:33:00
693,2022/1/14,4102,宜蘭,花蓮,5,區間,05:27:00,05:27:00
694,2022/1/14,4103,宜蘭,北湖,5,區間,04:45:00,04:45:00
695,2022/1/14,4104,宜蘭,蘇澳,5,區間,06:04:00,06:04:00
696,2022/1/14,4107,羅東,樹林,5,區間,05:04:00,05:04:00
697,2022/1/14,411,臺東,樹林,30,太魯閣,07:52:00,07:52:00
698,2022/1/14,4111,南澳,樹林,5,區間,05:07:00,05:07:00
699,2022/1/14,4112,七堵,蘇澳,5,區間,05:02:00,05:02:00
700,2022/1/14,4113,蘇澳,樹林,5,區間,05:52:00,05:52:00
701,2022/1/14,4114,宜蘭,花蓮,5,區間,06:45:00,06:45:00
702,2022/1/14,4117,花蓮,頭城,5,區間,05:09:00,05:09:00
703,2022/1/14,4118,七堵,蘇澳,5,區間,05:30:00,05:30:00
704,2022/1/14,4119,瑞芳,樹林,5,區間,08:17:00,08:17:00
705,2022/1/14,412,樹林,臺東,30,普悠瑪,08:23:00,08:28:00
706,2022/1/14,4122,和平,花蓮,5,區間,08:12:00,08:12:00
707,2022/1/14,4123,蘇澳,樹林,5,區間,06:48:00,06:48:00
708,2022/1/14,4124,頭城,花蓮,5,區間,07:15:00,07:15:00
709,2022/1/14,4128,樹林,蘇澳,5,區間,05:00:00,05:05:00
710,2022/1/14,4131,蘇澳,樹林,5,區間,07:37:00,07:37:00
711,2022/1/14,4133,花蓮,宜蘭,5,區間,07:32:00,07:32:00
712,2022/1/14,4135,福隆,樹林,5,區間,09:44:00,09:44:00
713,2022/1/14,4137,蘇澳,樹林,5,區間,08:45:00,08:45:00
714,2022/1/14,4138,中壢,蘇澳,5,區間,05:18:00,05:18:00
715,2022/1/14,4144,樹林,瑞芳,5,區間,06:23:00,06:28:00
716,2022/1/14,4146,宜蘭,花蓮,5,區間,09:49:00,09:49:00
717,2022/1/14,4148,苗栗,蘇澳,5,區間,05:10:00,05:10:00
718,2022/1/14,4151,蘇澳,樹林,5,區間,10:26:00,10:26:00
719,2022/1/14,4152,北湖,福隆,5,區間,06:21:00,06:33:00
720,2022/1/14,4154,北湖,蘇澳,5,區間,06:44:00,06:56:00
721,2022/1/14,4161,花蓮,宜蘭,5,區間,09:33:00,09:33:00
722,2022/1/14,4162,樹林,蘇澳,5,區間,08:57:00,09:04:00
723,2022/1/14,417,知本,樹林,30,太魯閣,10:48:00,10:48:00
724,2022/1/14,4171,蘇澳,樹林,5,區間,11:26:00,11:26:00
725,2022/1/14,4172,樹林,蘇澳,5,區間,10:04:00,10:09:00
726,2022/1/14,4173,蘇澳,樹林,5,區間,12:21:00,12:21:00
727,2022/1/14,4177,花蓮,樹林,5,區間,11:24:00,11:24:00
728,2022/1/14,4178,樹林,蘇澳,5,區間,10:52:00,10:57:00
729,2022/1/14,418,樹林,知本,30,自強(推拉式自強號且無自行車車廂),09:07:00,09:09:00
730,2022/1/14,4182,樹林,蘇澳,5,區間,12:01:00,12:13:00
731,2022/1/14,4183,蘇澳,湖口,5,區間,13:36:00,13:36:00
732,2022/1/14,4184,宜蘭,花蓮,5,區間,15:24:00,15:24:00
733,2022/1/14,4187,花蓮,宜蘭,5,區間,13:10:00,13:10:00
734,2022/1/14,4188,樹林,蘇澳,5,區間,12:53:00,13:03:00
735,2022/1/14,4191,蘇澳,鶯歌,5,區間,14:44:00,14:44:00
736,2022/1/14,4193,蘇澳,樹林,5,區間,15:23:00,15:23:00
737,2022/1/14,4197,蘇澳,樹林,5,區間,16:09:00,16:09:00
738,2022/1/14,4198,樹林,蘇澳,5,區間,14:06:00,14:16:00
739,2022/1/14,420,花蓮,臺東,30,自強(DMU2900 型柴聯),12:14:00,12:14:00
740,2022/1/14,4206,宜蘭,花蓮,5,區間,18:00:00,18:00:00
741,2022/1/14,4207,花蓮,宜蘭,5,區間,15:40:00,15:40:00
742,2022/1/14,4208,樹林,蘇澳,5,區間,15:00:00,15:05:00
743,2022/1/14,4209,福隆,桃園,5,區間,18:32:00,18:32:00
744,2022/1/14,421,臺東,樹林,30,普悠瑪,13:10:00,13:10:00
745,2022/1/14,4211,蘇澳,樹林,5,區間,17:17:00,17:17:00
746,2022/1/14,4213,蘇澳,頭城,5,區間,17:45:00,17:45:00
747,2022/1/14,4215,瑞芳,樹林,5,區間,20:02:00,20:02:00
748,2022/1/14,4216,樹林,南澳,5,區間,16:08:00,16:13:00
749,2022/1/14,4218,七堵,福隆,5,區間,17:21:00,17:21:00
750,2022/1/14,422,樹林,新左營,30,普悠瑪,10:23:00,10:28:00
751,2022/1/14,4221,蘇澳,北湖,5,區間,18:15:00,18:15:00
752,2022/1/14,4222,頭城,蘇澳,5,區間,19:00:00,19:00:00
753,2022/1/14,4224,樹林,宜蘭,5,區間,17:00:00,17:02:00
754,2022/1/14,4225,福隆,北湖,5,區間,20:18:00,20:18:00
755,2022/1/14,4227,花蓮,宜蘭,5,區間,17:38:00,17:38:00
756,2022/1/14,4228,宜蘭,花蓮,5,區間,19:43:00,19:43:00
757,2022/1/14,4229,蘇澳,頭城,5,區間,18:41:00,18:41:00
758,2022/1/14,4230,頭城,蘇澳,5,區間,19:46:00,19:46:00
759,2022/1/14,4232,北湖,蘇澳,5,區間,16:17:00,16:29:00
760,2022/1/14,4234,北湖,福隆,5,區間,16:45:00,16:57:00
761,2022/1/14,4235,宜蘭,北湖,5,區間,19:59:00,19:59:00
762,2022/1/14,4236,樹林,瑞芳,5,區間,18:23:00,18:28:00
763,2022/1/14,4237,蘇澳,頭城,5,區間,20:14:00,20:14:00
764,2022/1/14,4238,頭城,蘇澳,5,區間,21:17:00,21:17:00
765,2022/1/14,4240,鶯歌,南澳,5,區間,18:58:00,18:58:00
766,2022/1/14,4241,南澳,樹林,5,區間,20:08:00,20:08:00
767,2022/1/14,4243,蘇澳,七堵,5,區間,21:20:00,21:20:00
768,2022/1/14,4244,樹林,蘇澳,5,區間,19:56:00,20:01:00
769,2022/1/14,4247,花蓮,宜蘭,5,區間,20:13:00,20:13:00
770,2022/1/14,4248,樹林,宜蘭,5,區間,21:04:00,21:09:00
771,2022/1/14,425,臺東,樹林,30,普悠瑪,14:00:00,14:00:00
772,2022/1/14,4252,樹林,福隆,5,區間,21:39:00,21:49:00
773,2022/1/14,4253,蘇澳,頭城,5,區間,22:15:00,22:15:00
774,2022/1/14,426,樹林,知本,30,太魯閣,12:30:00,12:38:00
775,2022/1/14,427,知本,樹林,30,自強(推拉式自強號且無自行車車廂),14:46:00,14:46:00
776,2022/1/14,431,臺東,樹林,30,普悠瑪,15:20:00,15:20:00
777,2022/1/14,432,樹林,臺東,30,太魯閣,14:44:00,14:49:00
778,2022/1/14,436,樹林,臺東,30,普悠瑪,17:33:00,17:38:00
779,2022/1/14,438,樹林,臺東,30,普悠瑪,18:02:00,18:08:00
780,2022/1/14,439,臺東,樹林,30,自強(推拉式自強號且無自行車車廂),17:00:00,17:00:00
781,2022/1/14,441,知本,樹林,30,太魯閣,17:29:00,17:29:00
782,2022/1/14,445,臺東,樹林,30,普悠瑪,19:02:00,19:02:00
783,2022/1/14,447,臺東,樹林,30,太魯閣,20:02:00,20:02:00
784,2022/1/14,448,樹林,臺東,30,太魯閣,19:39:00,19:45:00
785,2022/1/14,4503,光復,花蓮,5,區間,05:25:00,05:25:00
786,2022/1/14,4507,臺東,玉里,5,區間,05:15:00,05:15:00
787,2022/1/14,4508,玉里,臺東,5,區間,05:50:00,05:50:00
788,2022/1/14,4512,關山,臺東,5,區間,08:22:00,08:22:00
789,2022/1/14,4513,玉里,和平,5,區間,05:26:00,05:26:00
790,2022/1/14,4514,花蓮,玉里,5,區間,05:32:00,05:32:00
791,2022/1/14,4516,頭城,鳳林,5,區間,05:41:00,05:41:00
792,2022/1/14,4517,臺東,花蓮,5,區間,06:53:00,06:53:00
793,2022/1/14,4518,玉里,臺東,5,區間,09:17:00,09:17:00
794,2022/1/14,4519,臺東,關山,5,區間,07:22:00,07:22:00
795,2022/1/14,4521,臺東,花蓮,5,區間,09:03:00,09:03:00
796,2022/1/14,4528,花蓮,玉里,5,區間,11:35:00,11:35:00
797,2022/1/14,4534,花蓮,臺東,5,區間,13:20:00,13:20:00
798,2022/1/14,4537,臺東,花蓮,5,區間,14:19:00,14:19:00
799,2022/1/14,4542,玉里,臺東,5,區間,17:04:00,17:04:00
800,2022/1/14,4543,玉里,花蓮,5,區間,17:06:00,17:06:00
801,2022/1/14,4547,臺東,玉里,5,區間,16:45:00,16:45:00
802,2022/1/14,4548,玉里,臺東,5,區間,18:31:00,18:31:00
803,2022/1/14,4550,花蓮,玉里,5,區間,17:49:00,17:49:00
804,2022/1/14,4553,臺東,光復,5,區間,19:22:00,19:22:00
805,2022/1/14,4556,花蓮,臺東,5,區間,18:40:00,18:40:00
806,2022/1/14,4558,花蓮,玉里,5,區間,20:51:00,20:51:00
807,2022/1/14,4703,菁桐,八堵,5,區間,05:11:00,05:11:00
808,2022/1/14,4704,八堵,菁桐,5,區間,04:52:00,04:53:00
809,2022/1/14,4705,菁桐,八堵,5,區間,06:00:00,06:00:00
810,2022/1/14,4706,八堵,菁桐,5,區間,06:09:00,06:10:00
811,2022/1/14,4708,八堵,菁桐,5,區間,06:43:00,06:44:00
812,2022/1/14,4712,八堵,菁桐,5,區間,07:47:00,07:48:00
813,2022/1/14,4733,菁桐,八堵,5,區間,17:06:00,17:06:00
814,2022/1/14,4735,菁桐,瑞芳,5,區間,18:06:00,18:06:00
815,2022/1/14,4737,菁桐,八堵,5,區間,19:39:00,19:39:00
816,2022/1/14,4738,八堵,菁桐,5,區間,18:59:00,19:00:00
817,2022/1/14,4741,菁桐,八堵,5,區間,20:31:00,20:31:00
818,2022/1/14,4742,八堵,菁桐,5,區間,20:48:00,20:50:00
819,2022/1/14,4744,八堵,十分,5,區間,22:08:00,22:10:00
820,2022/1/14,4807,菁桐,八斗子,5,區間,07:27:00,07:27:00
821,2022/1/14,4811,菁桐,八斗子,5,區間,08:18:00,08:18:00
822,2022/1/14,4813,菁桐,八斗子,5,區間,09:11:00,09:11:00
823,2022/1/14,4814,八斗子,菁桐,5,區間,08:50:00,08:50:00
824,2022/1/14,4815,菁桐,八斗子,5,區間,10:11:00,10:11:00
825,2022/1/14,4816,八斗子,菁桐,5,區間,09:40:00,09:40:00
826,2022/1/14,4817,菁桐,八斗子,5,區間,11:11:00,11:11:00
827,2022/1/14,4818,八斗子,菁桐,5,區間,10:40:00,10:40:00
828,2022/1/14,4821,菁桐,八斗子,5,區間,12:11:00,12:11:00
829,2022/1/14,4822,八斗子,菁桐,5,區間,11:40:00,11:40:00
830,2022/1/14,4823,菁桐,八斗子,5,區間,13:11:00,13:11:00
831,2022/1/14,4824,八斗子,菁桐,5,區間,12:40:00,12:40:00
832,2022/1/14,4825,菁桐,八斗子,5,區間,14:11:00,14:11:00
833,2022/1/14,4826,八斗子,菁桐,5,區間,13:40:00,13:40:00
834,2022/1/14,4827,菁桐,八斗子,5,區間,15:11:00,15:11:00
835,2022/1/14,4828,八斗子,菁桐,5,區間,14:40:00,14:40:00
836,2022/1/14,4831,菁桐,八斗子,5,區間,16:06:00,16:06:00
837,2022/1/14,4832,八斗子,菁桐,5,區間,15:40:00,15:40:00
838,2022/1/14,4834,八斗子,菁桐,5,區間,16:40:00,16:40:00
839,2022/1/14,4836,八斗子,菁桐,5,區間,18:15:00,18:15:00
840,2022/1/14,501,彰化,潮州,19,莒光(有身障座位),05:25:00,05:25:00
841,2022/1/14,502,樹林,臺北,19,莒光(無身障座位),07:37:00,07:48:00
842,2022/1/14,506,潮州,七堵,19,莒光(無身障座位),06:26:00,06:34:00
843,2022/1/14,507,七堵,新左營,19,莒光(無身障座位),06:40:00,06:40:00
844,2022/1/14,510,新左營,七堵,19,莒光(無身障座位),09:32:00,09:32:00
845,2022/1/14,511,七堵,新左營,19,莒光(無身障座位),08:46:00,08:46:00
846,2022/1/14,513,七堵,潮州,19,莒光(無身障座位),10:47:00,10:47:00
847,2022/1/14,516,新左營,七堵,19,莒光(無身障座位),12:21:00,12:21:00
848,2022/1/14,521,七堵,新左營,19,莒光(無身障座位),15:38:00,15:38:00
849,2022/1/14,522,新左營,七堵,19,莒光(無身障座位),15:00:00,15:00:00
850,2022/1/14,554,潮州,花蓮,19,莒光(有身障座位),12:56:00,13:04:00
851,2022/1/14,561,花蓮,潮州,19,莒光(有身障座位),09:54:00,09:54:00
852,2022/1/14,562,潮州,花蓮,19,莒光(有身障座位),09:46:00,09:57:00
853,2022/1/14,5854,新竹,宜蘭,19,莒光(郵輪式列車),06:35:00,06:35:00
854,2022/1/14,5898,臺東,枋寮,20,普快(專開列車),14:15:00,14:15:00
855,2022/1/14,5899,枋寮,臺東,20,普快(專開列車),10:28:00,10:28:00
856,2022/1/14,602,花蓮,臺東,19,莒光(有身障座位),06:35:00,06:35:00
857,2022/1/14,605,花蓮,樹林,13,復興,06:05:00,06:05:00
858,2022/1/14,6096,臺東,潮州,30,自強(商務專開列車),09:18:00,09:18:00
859,2022/1/14,6098,潮州,新左營,30,自強(商務專開列車),17:50:00,18:10:00
860,2022/1/14,611,臺東,花蓮,13,復興,18:04:00,18:04:00
861,2022/1/14,6198,樹林,臺東,30,自強(專開列車),08:06:00,08:14:00
